Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2022-23,5353607,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Services,No Value
2022-23,3948481,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Supplies and equipment,No Value
2022-23,-163031,Transportation,Operating Expense,Operations Program,Operations and Maintenance,Remote Aviation,Recoveries,No Value
2022-23,3194,Transportation,Operating Expense,Integrated Policy and Planning Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2022-23,13800905,Transportation,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,-13580359,Transportation,Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Recoveries,No Value
2022-23,5227524720,Transportation,Capital Expense,Agency Oversight and Partnerships Program,Agency Oversight and Partnerships,No Value,Transfer payments,Metrolinx
2022-23,524783790,Transportation,Capital Expense,Agency Oversight and Partnerships Program,Agency Oversight and Partnerships,No Value,Transfer payments,Municipal Transit
2022-23,93450758,Transportation,Capital Expense,Agency Oversight and Partnerships Program,Agency Oversight and Partnerships,No Value,Transfer payments,Ontario Northland Transportation Commission
2022-23,12322850,Transportation,Capital Expense,Agency Oversight and Partnerships Program,Agency Oversight and Partnerships,No Value,Transfer payments,Owen Sound Transportation Company
2022-23,30672941,Transportation,Capital Expense,Transportation Safety Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,2053,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Transportation and communication,No Value
2022-23,288273,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Services,No Value
2022-23,486598,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Transfer payments,Highways and Land Transfers
2022-23,320054,Transportation,Capital Expense,Transportation Infrastructure Management Program,Engineering and Construction,No Value,Other transactions,No Value
2022-23,94079068,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Salaries and wages,No Value
2022-23,13972337,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Employee benefits,No Value
2022-23,1318434,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Transportation and communication,No Value
2022-23,3700301,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Services,No Value
2022-23,626754,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Supplies and equipment,No Value
2022-23,121151,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Other Transactions,No Value
2022-23,-113818045,Transportation,Capital Expense,Transportation Infrastructure Management Program,Highway Work-In-Progress,No Value,Recoveries,No Value
2022-23,1177288345,Transportation,Capital Expense,Transportation Infrastructure Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization, Engineering and Construction, the Financial Administration Act"
2022-23,30920251,Transportation,Capital Expense,Operations Program,Transportation User Services,Operations Transfer Payments,Transfer payments,Connecting Links
2022-23,5627904,Transportation,Capital Expense,Operations Program,Transportation User Services,Operations Transfer Payments,Transfer payments,First Nations
2022-23,3661684,Transportation,Capital Expense,Operations Program,Transportation User Services,Operations Transfer Payments,Transfer payments,Transition Fund
2022-23,1052,Transportation,Capital Expense,Operations Program,Transportation User Services,Remote Aviation,Transportation and communication,No Value
2022-23,2553337,Transportation,Capital Expense,Operations Program,Transportation User Services,Remote Aviation,Services,No Value
2022-23,4178949,Transportation,Capital Expense,Operations Program,Transportation User Services,Remote Aviation,Supplies and equipment,No Value
2022-23,30276566,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Other Transactions,No Value
2022-23,-30276566,Transportation,Operating Expense,Transportation Infrastructure Management Program,Transportation Infrastructure Operations,No Value,Recoveries,No Value
2022-23,163736518,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Ontario Electricity Support Program
2022-23,389392840,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Distribution Rate Protection
2022-23,246331901,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Rural or Remote Rate Protection Program
2022-23,28376225,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Northern Ontario Energy Credit
2022-23,1790303263,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Ontario Electricity Rebate
2022-23,3134352000,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Comprehensive Electricity Plan
2022-23,63682860,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,Fair Hydro Trust Financing Costs
2022-23,27995165,Energy,Operating Expense,Electricity Price Mitigation Program,Electricity Price Mitigation Programs,No Value,Transfer payments,On-Reserve First Nations Delivery Credit
2022-23,12563224,Energy,Operating Expense,Energy Development and Management Program,Policy and Programs,No Value,Salaries and wages,No Value
2022-23,1913944,Energy,Operating Expense,Energy Development and Management Program,Policy and Programs,No Value,Employee benefits,No Value
2022-23,92472,Energy,Operating Expense,Energy Development and Management Program,Policy and Programs,No Value,Transportation and communication,No Value
2022-23,1762251,Energy,Operating Expense,Energy Development and Management Program,Policy and Programs,No Value,Services,No Value
2022-23,20089,Energy,Operating Expense,Energy Development and Management Program,Policy and Programs,No Value,Supplies and equipment,No Value
2022-23,3275558,Energy,Operating Expense,Energy Development and Management Program,Policy and Programs,No Value,Transfer payments,"Energy Support, Engagement and Indigenous Partnership Programs"
2022-23,1601431,Energy,Operating Expense,Energy Development and Management Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2022-23,2227115,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2022-23,312025,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2022-23,119717,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2022-23,94231,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,6237,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,309915,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2022-23,39525,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2022-23,919,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2022-23,10467,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2022-23,217,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2022-23,2701279,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,352277,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,19405,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,173330,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,29328,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,1439802,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning ,Salaries and wages,No Value
2022-23,268546,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning ,Employee benefits,No Value
2022-23,17076,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning ,Transportation and communication,No Value
2022-23,334142,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning ,Services,No Value
2022-23,3953,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning ,Supplies and equipment,No Value
2022-23,7027,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2022-23,4940462,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,15125,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2022-23,452,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
2022-23,222913,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2022-23,-160850,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Recoveries,No Value
2022-23,49301,Energy,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,29260,Energy,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2022-23,452,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2022-23,41484,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2022-23,-647509,Energy,Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning ,Recoveries,No Value
2022-23,2323365,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2022-23,305378,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2022-23,85603,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2022-23,103024,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,4298,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,2164060,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2022-23,414184,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2022-23,6731,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2022-23,3262774,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2022-23,7935,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2022-23,1290700,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2022-23,2376753,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,326115,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,16525,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,313742,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,4871,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,1216600,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,2828,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
2022-23,804131,Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2022-23,49301,Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,16667,Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2022-23,22770120,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Salaries and wages,No Value
2022-23,3574496,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Employee benefits,No Value
2022-23,505511,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transportation and communication,No Value
2022-23,15406996,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Services,No Value
2022-23,42350,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Supplies and equipment,No Value
2022-23,31525467,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for Indigenous Institute Operating Costs
2022-23,1414148447,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for College Operating Costs
2022-23,3665517681,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for University Operating Costs
2022-23,393957,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,"Council of Ministers of Education, Canada"
2022-23,13599400,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Postsecondary Transformation
2022-23,1018780745,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Student Financial Assistance Programs
2022-23,-513935,Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Recoveries,No Value
2022-23,52892130,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expenses for Defaulted Student Loans, the Financial Administration Act"
2022-23,309856,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Training Completion Assurance Fund, the Private Career Colleges Act"
2022-23,500000,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expenses for Private Career Colleges, the Financial Administration Act"
2022-23,1400000,Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expenses for Colleges and Universities,  the Financial Administration Act"
2022-23,5618756,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Salaries and wages,No Value
2022-23,694142,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Employee benefits,No Value
2022-23,20952,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Transportation and communication,No Value
2022-23,1823164,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Services,No Value
2022-23,60179,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Supplies and equipment,No Value
2022-23,166448200,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Transfer payments,Grants for Research Operating Costs
2022-23,101373742,Colleges and Universities,Capital Expense,Postsecondary Education Program,Support for Postsecondary Education,No Value,Transfer payments,Capital Grants - Colleges
2022-23,116902393,Colleges and Universities,Capital Expense,Postsecondary Education Program,Support for Postsecondary Education,No Value,Transfer payments,Capital Grants - Universities
2022-23,5778605,Colleges and Universities,Capital Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,2249001,Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Transfer payments,Intellectual Property Ontario
2022-23,60734909,Colleges and Universities,Capital Expense,Research Program,Research Support,No Value,Transfer payments,Ontario Research Fund - Research Infrastructure
2022-23,1333280,Colleges and Universities,Capital Expense,Postsecondary Education Program,Support for Postsecondary Education,No Value,Transfer payments,Capital Grants – Indigenous Institutes 
2022-23,4801591,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Salaries and wages,No Value
2022-23,658795,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Employee benefits,No Value
2022-23,72594,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Transportation and communication,No Value
2022-23,1194800,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Services,No Value
2022-23,25198,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Supplies and equipment,No Value
2022-23,4988778,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Salaries and wages,No Value
2022-23,633860,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Employee benefits,No Value
2022-23,56996,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Transportation and communication,No Value
2022-23,1055078,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Services,No Value
2022-23,21780,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Supplies and equipment,No Value
2022-23,49301,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,16667,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2022-23,5637714,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Salaries and wages,No Value
2022-23,708845,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Employee benefits,No Value
2022-23,38539,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transportation and communication,No Value
2022-23,1273238,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Services,No Value
2022-23,11933,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Supplies and equipment,No Value
2022-23,34813292,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Seniors Affairs Transfer Payment
2022-23,24120378,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Seniors' Home Safety Tax Credit
2022-23,1475757,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Accessibility Transfer Payment Program
2022-23,15628100,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Home and Vehicle Modification Program
2022-23,140000000,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Ontario Seniors Care at Home Tax Credit
2022-23,2667093,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2022-23,325389,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2022-23,56548,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2022-23,304333,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,9559,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,2497827,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,356190,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,15419,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,607435,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,7845,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,1937948,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Information Technology,Services,No Value
2022-23,13409,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2022-23,2891671,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,16445,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2022-23,5825397,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Salaries and wages,No Value
2022-23,1020336,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Employee benefits,No Value
2022-23,181411,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Transportation and communication,No Value
2022-23,-1450077,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Services,No Value
2022-23,28469,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Supplies and equipment,No Value
2022-23,2090125,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2022-23,340078,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2022-23,10648,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2022-23,24266,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2022-23,2439,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2022-23,3374865,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Salaries and wages,No Value
2022-23,467758,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Employee benefits,No Value
2022-23,80895,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Transportation and communication,No Value
2022-23,229018,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Services,No Value
2022-23,2903,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Supplies and equipment,No Value
2022-23,1792651,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Salaries and wages,No Value
2022-23,251720,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Employee benefits,No Value
2022-23,7101,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Transportation and communication,No Value
2022-23,9008,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Services,No Value
2022-23,49301,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,33334,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2022-23,4415585,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Salaries and wages,No Value
2022-23,615893,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Employee benefits,No Value
2022-23,478484,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transportation and communication,No Value
2022-23,521572,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Services,No Value
2022-23,461324,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Supplies and equipment,No Value
2022-23,26275122,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Sport
2022-23,21806046,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Active Recreation
2022-23,10564286,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Salaries and wages,No Value
2022-23,1557051,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Employee benefits,No Value
2022-23,70426,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transportation and communication,No Value
2022-23,1587608,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Services,No Value
2022-23,34516,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Supplies and equipment,No Value
2022-23,19902997,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transfer payments,Grants in Support for Tourism Regions
2022-23,46382940,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transfer payments,Grants in Support of the Festival and Event Attractions and Support Program
2022-23,397500,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transfer payments,Grants in Support of Tourism Investment Development
2022-23,200000000,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transfer payments,Tourism Recovery and Support - Personal Income Tax Staycation Tax Credit
2022-23,2743451,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transfer payments,Ontario Library Service
2022-23,3532000,"Heritage, Sport, Tourism and Culture Industries",Operating Expense,"Heritage, Tourism and Culture Programs","Heritage, Tourism and Culture Programs",No Value,Transfer payments,Arts Sector Support
