Year,Amount $,Ministry Name (Level 1),Expenditure Category (Operating / Capital)(Level 2),Program Name (Level 3),Activity / Item (Level 4),Sub Item (Level 5),Standard Account (Expense/Asset Name) (Level 6),Account Details (Expense/Asset Details) (Level 7)
2017-18,"2,046,609",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Taxation Policy,No Value,Services,No Value
2017-18,"66,990",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Taxation Policy,No Value,Transportation and communication,No Value
2017-18,"693,617",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Taxation Policy,No Value,Employee benefits,No Value
2017-18,"5,551,709",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Taxation Policy,No Value,Salaries and wages,No Value
2017-18,"40,921",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Supplies and equipment,No Value
2017-18,"294,958",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Services,No Value
2017-18,"48,884",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Transportation and communication,No Value
2017-18,"345,480",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Employee benefits,No Value
2017-18,"2,466,772",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Salaries and wages,No Value
2017-18,"4,314,272",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Municipal Support Programs,No Value,Transfer payments,Transitional Mitigation Payment
2017-18,"16,695,878",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Municipal Support Programs,No Value,Transfer payments,Special Payments to Municipalities
2017-18,"506,250,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Municipal Support Programs,No Value,Transfer payments,Ontario Municipal Partnership Fund
2017-18,"43,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Municipal Support Programs,No Value,Transfer payments,One-Time Municipal Assistance
2017-18,"78,052",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Provincial-Local Finance,No Value,Supplies and equipment,No Value
2017-18,"15,414,820",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Provincial-Local Finance,No Value,Services,No Value
2017-18,"87,777",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Provincial-Local Finance,No Value,Transportation and communication,No Value
2017-18,"805,921",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Provincial-Local Finance,No Value,Employee benefits,No Value
2017-18,"5,798,735",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Provincial-Local Finance,No Value,Salaries and wages,No Value
2017-18,"47,272",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Financial Services Policy Division,No Value,Supplies and equipment,No Value
2017-18,"1,199,051",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Financial Services Policy Division,No Value,Services,No Value
2017-18,"97,826",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Financial Services Policy Division,No Value,Transportation and communication,No Value
2017-18,"455,792",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Financial Services Policy Division,No Value,Employee benefits,No Value
2017-18,"3,860,736",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Financial Services Policy Division,No Value,Salaries and wages,No Value
2017-18,"285,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Transfer payments,Other Post-Employment Benefits Loan Concession
2017-18,"500,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Transfer payments,Grants in Support of Economic and Financial Services Policy Research
2017-18,"336,015",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Supplies and equipment,No Value
2017-18,"1,500,608",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Services,No Value
2017-18,"85,501",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Transportation and communication,No Value
2017-18,"972,581",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Employee benefits,No Value
2017-18,"829,500,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Ontario Electricity Financial Corporation Dedicated Electricity Earnings,No Value,Other transactions,Electricity sector dedicated income
2017-18,"8,099,861",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Salaries and wages,No Value
2017-18,"85,968",Finance,Operating Expense,Financial Services Industry Regulation Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2017-18,"-729,468",Finance,Capital Expense,Financial Services Industry Regulation Program,Statutory Appropriations,No Value,Recoveries,No Value
2017-18,"729,468",Finance,Capital Expense,Financial Services Industry Regulation Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2017-18,"-10,494,784",Finance,Operating Expense,Financial Services Industry Regulation Program,Motor Vehicle Accident Claims Fund,No Value,Recoveries,No Value
2017-18,"8,622",Finance,Operating Expense,Financial Services Industry Regulation Program,Motor Vehicle Accident Claims Fund,No Value,Supplies and equipment,No Value
2017-18,"8,273,548",Finance,Operating Expense,Financial Services Industry Regulation Program,Motor Vehicle Accident Claims Fund,No Value,Services,No Value
2017-18,"18,614",Finance,Operating Expense,Financial Services Industry Regulation Program,Motor Vehicle Accident Claims Fund,No Value,Transportation and communication,No Value
2017-18,"288,766",Finance,Operating Expense,Financial Services Industry Regulation Program,Motor Vehicle Accident Claims Fund,No Value,Employee benefits,No Value
2017-18,"1,905,234",Finance,Operating Expense,Financial Services Industry Regulation Program,Motor Vehicle Accident Claims Fund,No Value,Salaries and wages,No Value
2017-18,"-55,075,644",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Recoveries,No Value
2017-18,"310,832",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Supplies and equipment,No Value
2017-18,"18,484,480",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Services,No Value
2017-18,"495,001",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Transportation and communication,No Value
2017-18,"7,334,447",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Employee benefits,No Value
2017-18,"30,570,745",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Salaries and wages,No Value
2017-18,"-227,520",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Recoveries,No Value
2017-18,"91,646,800",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Transfer payments,Horse Racing Partnership Funding Program
2017-18,"10,165",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Supplies and equipment,No Value
2017-18,"1,327,329",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Services,No Value
2017-18,"66,885",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Transportation and communication,No Value
2017-18,"377,114",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Employee benefits,No Value
2017-18,"2,738,808",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Alcohol and Cannabis Policy (Rev Agency Oversight),Salaries and wages,No Value
2017-18,281,Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Gaming Policy (Electricity Investment),Supplies and equipment,No Value
2017-18,"498,141",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Gaming Policy (Electricity Investment),Services,No Value
2017-18,"3,928",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Gaming Policy (Electricity Investment),Transportation and communication,No Value
2017-18,"56,934",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Gaming Policy (Electricity Investment),Employee benefits,No Value
2017-18,"542,773",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Gaming Policy (Electricity Investment),Salaries and wages,No Value
2017-18,"53,150",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Investment and Governance (Strategic Init),Services,No Value
2017-18,359,Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Investment and Governance (Strategic Init),Transportation and communication,No Value
2017-18,"28,678",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Investment and Governance (Strategic Init),Employee benefits,No Value
2017-18,"288,505",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Office of Government Business Enterprises and Strategic Initiatives,Investment and Governance (Strategic Init),Salaries and wages,No Value
2017-18,"15,012",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Income Security and Pension Policy,No Value,Supplies and equipment,No Value
2017-18,"607,711",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Income Security and Pension Policy,No Value,Services,No Value
2017-18,"41,850",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Income Security and Pension Policy,No Value,Transportation and communication,No Value
2017-18,"660,149",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Income Security and Pension Policy,No Value,Employee benefits,No Value
2017-18,"4,669,411",Finance,Operating Expense,"Government Business Enterprises, Income Security and Pension Policy Program",Income Security and Pension Policy,No Value,Salaries and wages,No Value
2017-18,"16,667",Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2017-18,"49,301",Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2017-18,"1,532,561",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,No Value
2017-18,"145,631",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2017-18,"8,654,817",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2017-18,"160,741",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2017-18,"1,414",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Salaries and wages,No Value
2017-18,"283,538",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2017-18,"3,952,660",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2017-18,"234,838",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2017-18,"549,883",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2017-18,"3,850,463",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2017-18,"4,226",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2017-18,"283,166",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2017-18,"20,049",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2017-18,"222,994",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2017-18,"1,362,651",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2017-18,"55,141",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2017-18,"4,152,162",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2017-18,"117,657",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2017-18,"733,818",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2017-18,"5,134,896",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2017-18,"33,582",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2017-18,"300,408",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2017-18,"175,205",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2017-18,"434,962",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2017-18,"3,329,511",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2017-18,"78,601,839",Finance,Operating Expense,Tax and Benefits Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2017-18,"2,637,609",Finance,Capital Expense,Tax and Benefits Administration Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2017-18,"5,511,254",Finance,Operating Expense,Tax and Benefits Administration Program,Statutory Appropriations,No Value,Services,"Payments to Private Collection Agencies, the Financial Administration Act"
2017-18,"-2,148,744",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Recoveries,No Value
2017-18,"134,018,892",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Transfer payments,Guaranteed Annual Income System
2017-18,"1,355,920",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Supplies and equipment,No Value
2017-18,"18,724,315",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Services,No Value
2017-18,"3,020,051",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Transportation and communication,No Value
2017-18,"9,055,197",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Employee benefits,No Value
2017-18,"54,653,180",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,Tax Compliance and Benefits,Salaries and wages,No Value
2017-18,"4,000",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Transfer payments,Tax Compliance Partnership Agreements
2017-18,"58,415",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Supplies and equipment,No Value
2017-18,"113,858,470",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Services,No Value
2017-18,"179,572",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Transportation and communication,No Value
2017-18,"1,295,890",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Employee benefits,No Value
2017-18,"9,497,335",Finance,Operating Expense,Tax and Benefits Administration Program,Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Salaries and wages,No Value
2017-18,"453,849,798",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Interest on Debt Payable to Ontario Electricity Financial Corporation
2017-18,"-684,780,363",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Less: Interest on Investments
2017-18,"-47,636,563",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Less: Interest Capitalized in Ministry Appropriations
2017-18,"-53,145,307",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,"Less: Other Interest, exchange, discount and commission"
2017-18,"2,337,243",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Ontario Immigrant Investor Corporation
2017-18,"2,940,182",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Canada Mortgage and Housing Corporation
2017-18,"504,050,081",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Canada Pension Plan Investment Board
2017-18,"10,667,947,897",Finance,Operating Expense,Treasury Program,"Statutory Appropriations - Interest on debt, the Financial Administration Act",No Value,Other transactions,Interest on Ontario Securities For general purposes
2017-18,"218,379,667",Finance,Capital Expense,Trillium Trust Program,"Statutory Appropriations - Infrastructure expenditures, the Trillium Trust Act",No Value,Other transactions,Transfers from Trillium Trust
2017-18,"381,350",Francophone Affairs,Capital Expense,Francophone Affairs Program,Francophone Affairs Program,No Value,Other transactions,No Value
2017-18,"927,022",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer payments,Francophone Community Grants
2017-18,"225,000",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer payments,Francophone Culture Program
2017-18,"20,924",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Supplies and equipment,No Value
2017-18,"2,584,296",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Services,No Value
2017-18,"88,748",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transportation and communication,No Value
2017-18,"226,655",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Employee benefits,No Value
2017-18,"1,967,864",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Salaries and wages,No Value
2017-18,"6,785",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Supplies and equipment,No Value
2017-18,"540,763",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Services,No Value
2017-18,"12,048",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Transportation and communication,No Value
2017-18,"58,387",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Employee benefits,No Value
2017-18,"549,093",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Salaries and wages,No Value
2017-18,"538,000",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Transfer payments,Grants in Support of Consumer Services
2017-18,"86,819",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Supplies and equipment,No Value
2017-18,"3,035,679",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Services,No Value
2017-18,"346,893",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Transportation and communication,No Value
2017-18,"1,592,209",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Employee benefits,No Value
2017-18,"10,838,482",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Salaries and wages,No Value
2017-18,"-167,685",Government and Consumer Services,Capital Expense,Government Services Integration Cluster,Statutory Appropriations,No Value,Recoveries,No Value
2017-18,"484,776",Government and Consumer Services,Capital Expense,Government Services Integration Cluster,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2017-18,"-69,777,687",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Recoveries,No Value
2017-18,"113,073",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Supplies and equipment,No Value
2017-18,"86,006,001",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Services,No Value
2017-18,"2,429,068",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Transportation and communication,No Value
2017-18,"3,294,513",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Employee benefits,No Value
2017-18,"26,586,711",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Salaries and wages,No Value
2017-18,"3,415,542",Government and Consumer Services,Capital Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Services,No Value
2017-18,"-8,018,874",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Recoveries,No Value
2017-18,"45,700",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Transfer payments,Archives Support Grants
2017-18,"248,696",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Supplies and equipment,No Value
2017-18,"14,112,444",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Services,No Value
2017-18,"982,137",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Transportation and communication,No Value
2017-18,"1,210,606",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Employee benefits,No Value
2017-18,"8,364,624",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives","Information, Privacy and Archives",No Value,Salaries and wages,No Value
2017-18,"16,667",Government and Consumer Services,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2017-18,"49,301",Government and Consumer Services,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2017-18,"5,410",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2017-18,"334,420",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2017-18,"22,994",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2017-18,"389,306",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2017-18,"1,826,835",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2017-18,"31,323",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2017-18,"2,658,483",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2017-18,"117,382",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2017-18,"482,976",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2017-18,"3,458,955",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2017-18,"979,358",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Audit Services,Services,No Value
2017-18,"46,955",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2017-18,"6,654,238",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2017-18,"43,550",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2017-18,"4,974",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Salaries and wages,No Value
2017-18,"-41,579,568",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Recoveries,No Value
2017-18,"383,844",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2017-18,"42,540,083",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2017-18,"123,370",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2017-18,"953,136",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2017-18,"7,081,021",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2017-18,"28,832",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2017-18,"223,875",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2017-18,"60,082",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2017-18,"273,919",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2017-18,"2,212,684",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2017-18,"21,538,765",Government and Consumer Services,Operating Expense,Ontario Shared Services,Statutory Appropriations,No Value,Other transactions,Proceedings Against the Crown Act
2017-18,"-71,500",Government and Consumer Services,Capital Expense,Ontario Shared Services,Statutory Appropriations,No Value,Recoveries,No Value
2017-18,"5,792,184",Government and Consumer Services,Capital Expense,Ontario Shared Services,Statutory Appropriations,No Value,Other transactions,"Amortization - Ontario Shared Services, the Financial Administration Act"
2017-18,"-38,251,235",Government and Consumer Services,Operating Expense,Ontario Shared Services,OPS Workplace Safety and Insurance Board Centralized Services,No Value,Recoveries,No Value
2017-18,"38,251,235",Government and Consumer Services,Operating Expense,Ontario Shared Services,OPS Workplace Safety and Insurance Board Centralized Services,No Value,Services,No Value
2017-18,"-39,460,271",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Recoveries,No Value
2017-18,"9,916,492",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Other transactions,Other Summer Employment
2017-18,"218,352",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Other transactions,Other Transactions
2017-18,"13,881,262",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Transfer payments,Supply Chain Management and Innovation Projects in the Broader Public Sector
2017-18,"2,130,748",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Supplies and equipment,No Value
2017-18,"68,709,962",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Services,No Value
2017-18,"10,919,032",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Transportation and communication,No Value
2017-18,"19,621,643",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Employee benefits,No Value
2017-18,"128,485,307",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Salaries and wages,No Value
