Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2019-20,"66,768","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2019-20,"-6,005,682","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Recoveries,No Value
2019-20,"58,492","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Supplies and equipment,No Value
2019-20,"4,518,689","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Economic Development
2019-20,"217,748","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transportation and communication,No Value
2019-20,"608,457","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Community Services
2019-20,"703,914","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Small Business Enterprise Centres
2019-20,"754,027","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Economic Development
2019-20,"1,469,985","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Employee benefits,No Value
2019-20,"5,035,480","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Services,No Value
2019-20,"10,047,673","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Salaries and wages,No Value
2019-20,"15,900,000","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Resource Revenue Sharing for Mining
2019-20,"21,836,948","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Aboriginal Economic Development
2019-20,"41,331,442","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Ontario Northland Transportation Commission
2019-20,"47,500,000","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Ontario Heritage Fund
2019-20,"114,085,091","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Northern Economic Development,No Value,Transfer payments,Northern Industrial Electricity Rate Program
2019-20,"-49,256","Energy, Northern Development and Mines",Operating Expense,Northern Development Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"238,976","Tourism, Culture and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Supplies and equipment,No Value
2019-20,"4,653,858","Tourism, Culture and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Services,No Value
2019-20,"1,391,348","Tourism, Culture and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Transfer payments,Ontario Place Revitalization
2019-20,"11,600,000","Tourism, Culture and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Transfer payments,Grants in Support of Sport and Recreation
2019-20,"25,190,192","Tourism, Culture and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Transfer payments,Repairs and Rehabilitation Capital
2019-20,"22,000,000","Tourism, Culture and Sport",Capital Expense,Tourism and Culture Capital Program,Tourism and Culture Capital,No Value,Transfer payments,Grants in Support of Culture
2019-20,"23,975","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Supplies and equipment,No Value
2019-20,"98,285","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"78,364","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transportation and communication,No Value
2019-20,"1,217,775","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Employee benefits,No Value
2019-20,"1,000,000","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Ontario Library Service North
2019-20,"1,735,247","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Services,No Value
2019-20,"1,500,000","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Southern Ontario Library Service
2019-20,"3,334,995","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,McMichael Canadian Collection
2019-20,"4,044,328","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Royal Botanical Gardens
2019-20,"3,809,300","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Ontario Heritage Trust
2019-20,"5,949,766","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Heritage Sector Support
2019-20,"6,846,476","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Science North
2019-20,"8,156,043","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Salaries and wages,No Value
2019-20,"7,269,600","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Arts Sector Support
2019-20,"7,000,000","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Ontario Music Fund
2019-20,"19,372,377","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Ontario Science Centre
2019-20,"21,072,300","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Art Gallery of Ontario
2019-20,"24,607,982","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Libraries Sector Support
2019-20,"27,289,018","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Royal Ontario Museum
2019-20,"29,953,223","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Ontario Media Development Corporation
2019-20,"59,937,400","Tourism, Culture and Sport",Operating Expense,Culture Program,Culture,No Value,Transfer payments,Ontario Arts Council
2019-20,"7,189","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2019-20,"8,049","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2019-20,"13,977","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2019-20,"9,505","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2019-20,"10,813","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2019-20,"106,592","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2019-20,"300,856","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2019-20,"227,621","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2019-20,"314,826","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2019-20,"4,978,527","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2019-20,"2,503,163","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Information Technology,Services,No Value
2019-20,"2,210,214","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2019-20,"2,442,413","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2019-20,"2,543,471","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2019-20,"4,472,944","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services and Corporate Support,Salaries and wages,No Value
2019-20,"910,883","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services and Corporate Support,Employee benefits,No Value
2019-20,"133,555","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services and Corporate Support,Transportation and communication,No Value
2019-20,"1,503,750","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services and Corporate Support,Services,No Value
2019-20,"161,157","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services and Corporate Support,Supplies and equipment,No Value
2019-20,"1,621,965","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2019-20,"66,567","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2019-20,"12,072","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2019-20,"93,662","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2019-20,"1,427","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2019-20,"1,850,777","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Audit Services,Salaries and wages,No Value
2019-20,"320,704","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Audit Services,Employee benefits,No Value
2019-20,"15,871","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Audit Services,Transportation and communication,No Value
2019-20,"23,469","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Audit Services,Services,No Value
2019-20,"2,831","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Audit Services,Supplies and equipment,No Value
2019-20,"1,806,612","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Policy and Planning,Salaries and wages,No Value
2019-20,"203,557","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Policy and Planning,Employee benefits,No Value
2019-20,"11,966","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Policy and Planning,Transportation and communication,No Value
2019-20,"27,657","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Policy and Planning,Services,No Value
2019-20,"2,543","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Policy and Planning,Supplies and equipment,No Value
2019-20,"36,388","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants’ Salaries, the Executive Council Act"
2019-20,"49,301","Tourism, Culture and Sport",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2019-20,"332,668","Tourism, Culture and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Sound Recording Tax Credit
2019-20,"4,886,900","Tourism, Culture and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Book Publishing Tax Credit
2019-20,"62,801,556","Tourism, Culture and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Computer Animation and Special Effects Tax Credit
2019-20,"78,535,888","Tourism, Culture and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Interactive Digital Media Tax Credit
2019-20,"262,397,695","Tourism, Culture and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Film and Television Tax Credit
2019-20,"326,878,200","Tourism, Culture and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Production Services Tax Credit
2019-20,"103,497,000","Tourism, Culture and Sport",Operating Expense,Ontario Trillium Foundation Program,Ontario Trillium Foundation,No Value,Transfer payments,Ontario Trillium Foundation
2019-20,"71,003","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Supplies and equipment,No Value
2019-20,"268,114","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transportation and communication,No Value
2019-20,"732,279","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Employee benefits,No Value
2019-20,"1,729,984","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Services,No Value
2019-20,"3,014,353","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Aboriginal Programs
2019-20,"5,645,339","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Salaries and wages,No Value
2019-20,"2,939,874","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Ontario Sport and Recreation Communities Fund
2019-20,"15,769,980","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Youth Programs
2019-20,"27,543,214","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Sport and Athlete Development
2019-20,"89,778","Tourism, Culture and Sport",Operating Expense,"Sport, Recreation and Community Programs",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"376,072","Tourism, Culture and Sport",Operating Expense,Tourism Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"133,613","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transportation and communication,No Value
2019-20,"1,163,301","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Supplies and equipment,No Value
2019-20,"476,815","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transfer payments,Grants in Support of Tourism Investment Development
2019-20,"1,865,945","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Employee benefits,No Value
2019-20,"2,076,167","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transfer payments,Ontario Place Corporation
2019-20,"3,347,574","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Services,No Value
2019-20,"7,132,362","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transfer payments,St. Lawrence Parks Commission
2019-20,"12,776,998","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Salaries and wages,No Value
2019-20,"19,477,242","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transfer payments,Grants in Support of the Festival and Event Attractions and Support Program
2019-20,"23,532,997","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transfer payments,Grants in Support of Tourism Regions
2019-20,"32,987,500","Tourism, Culture and Sport",Operating Expense,Tourism Program,Tourism,No Value,Transfer payments,Ontario Tourism Marketing Partnership Corporation
2019-20,"2,637,609",Finance,Capital Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2019-20,"49,531",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Transportation and communication,No Value
2019-20,"222,336",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Supplies and equipment,No Value
2019-20,"1,097,542",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Employee benefits,No Value
2019-20,"1,351,161",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Services,No Value
2019-20,"9,274,883",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Salaries and wages,No Value
2019-20,"11,603",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Supplies and equipment,No Value
2019-20,"24,809",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Transportation and communication,No Value
2019-20,"465,118",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Employee benefits,No Value
2019-20,"320,147",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Services,No Value
2019-20,"3,211,593",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Salaries and wages,No Value
2019-20,"131,563,200",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Ontario Electricity Financial Corporation Dedicated Electricity Earnings,No Value,Other transactions,No Value
2019-20,"26,200,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Statutory Appropriations,No Value,Other transactions,"Hydro One Inc., Provincial Corporate Tax Provision"
2019-20,"45,358",Finance,Operating Expense,Financial Services Industry Regulation Program,Financial Services Commission of Ontario,No Value,Services,No Value
2019-20,822,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2019-20,"20,671",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2019-20,"11,723",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2019-20,"61,647",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2019-20,"49,871",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2019-20,"69,208",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2019-20,"87,779",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2019-20,"106,191",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2019-20,"76,385",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2019-20,"123,379",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2019-20,"191,528",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2019-20,"299,845",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2019-20,"229,361",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2019-20,"324,152",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2019-20,"571,039",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2019-20,"772,828",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2019-20,"1,461,282",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2019-20,"9,401,241",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2019-20,"3,352,168",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2019-20,"2,811,096",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2019-20,"4,793,529",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2019-20,"5,705,394",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2019-20,"9,054,490",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2019-20,"16,389",Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2019-20,"49,301",Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2019-20,"2,613",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Supplies and equipment,No Value
2019-20,"24,432",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Transportation and communication,No Value
2019-20,"142,703",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Salaries and wages,No Value
2019-20,"16,955",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Employee benefits,No Value
2019-20,"4,769",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Transportation and communication,No Value
2019-20,"424,703",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Services,No Value
2019-20,"2,620",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Supplies and equipment,No Value
2019-20,"-591,750",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Recoveries,No Value
2019-20,"914,273",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Services,No Value
2019-20,"473,260",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Employee benefits,No Value
2019-20,"4,138,017",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Salaries and wages,No Value
2019-20,"-236,711",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol Policy,Recoveries,No Value
2019-20,295,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Supplies and equipment,No Value
2019-20,"1,492",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol Policy,Supplies and equipment,No Value
2019-20,"6,280",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Transportation and communication,No Value
2019-20,"49,085",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol Policy,Transportation and communication,No Value
2019-20,"138,848",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Employee benefits,No Value
2019-20,"230,180",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol Policy,Employee benefits,No Value
2019-20,"2,734,850",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol Policy,Services,No Value
2019-20,"210,798",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Services,No Value
2019-20,"1,336,445",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Salaries and wages,No Value
2019-20,"1,378,325",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol Policy,Salaries and wages,No Value
2019-20,"851,130",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Cannabis Policy,Salaries and wages,No Value
2019-20,"104,854",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Cannabis Policy,Employee benefits,No Value
2019-20,"2,983",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Cannabis Policy,Transportation and communication,No Value
2019-20,"38,733",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Cannabis Policy,Services,No Value
2019-20,712,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Cannabis Policy,Supplies and equipment,No Value
2019-20,"3,235",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Supplies and equipment,No Value
2019-20,"20,518",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Transportation and communication,No Value
2019-20,"358,360",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Services,No Value
2019-20,"588,795",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Employee benefits,No Value
2019-20,"3,800,127",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Salaries and wages,No Value
2019-20,"8,628,544",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Transitional Mitigation Payment
2019-20,"16,692,996",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Special Payments to Municipalities
2019-20,"6,725,112",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Ontario Cannabis Legalization Implementation
2019-20,"503,294,375",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Ontario Municipal Partnership Fund
2019-20,"8,552",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Supplies and equipment,No Value
2019-20,"46,204",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Transportation and communication,No Value
2019-20,"732,764",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Employee benefits,No Value
2019-20,"6,167,477",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Salaries and wages,No Value
2019-20,"16,049,275",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Services,No Value
2019-20,"5,175,643",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Services,"Payments to Private Collection Agencies, the Financial Administration Act"
2019-20,"72,376,410",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"-2,474,561",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Recoveries,No Value
2019-20,"50,472",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Supplies and equipment,No Value
2019-20,"64,594",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Transportation and communication,No Value
2019-20,"126,367",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Transfer payments,Tax Compliance Partnership Agreements
2019-20,"1,252,892",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Supplies and equipment,No Value
2019-20,"1,122,521",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Employee benefits,No Value
2019-20,"2,598,926",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Transportation and communication,No Value
2019-20,"9,057,784",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Salaries and wages,No Value
2019-20,"8,982,539",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Employee benefits,No Value
2019-20,"17,740,661",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax Compliance and Benefits,Services,No Value
