Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2023-24,2359,"Labour, Immigration, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Supplies and equipment,No Value
2023-24,49301,"Labour, Immigration, Training and Skills Development",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,33155,"Labour, Immigration, Training and Skills Development",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,21158,"Labour, Immigration, Training and Skills Development",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2023-24,2223939,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Salaries and wages,No Value
2023-24,285072,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Employee benefits,No Value
2023-24,29267,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Transportation and communication,No Value
2023-24,528933,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Services,No Value
2023-24,19917,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Supplies and equipment,No Value
2023-24,199970,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Salaries and wages,No Value
2023-24,17316,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Employee benefits,No Value
2023-24,361,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Transportation and communication,No Value
2023-24,49525,"Labour, Immigration, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Hearings Tribunal,No Value,Services,No Value
2023-24,9112242,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Salaries and wages,No Value
2023-24,1116762,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Employee benefits,No Value
2023-24,123324,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Transportation and communication,No Value
2023-24,3001179,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Services,No Value
2023-24,189242,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Ontario Labour Relations Board,No Value,Supplies and equipment,No Value
2023-24,428300,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Salaries and wages,No Value
2023-24,75819,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Employee benefits,No Value
2023-24,8498,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Transportation and communication,No Value
2023-24,3789640,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Services,No Value
2023-24,2662,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Supplies and equipment,No Value
2023-24,-1822423,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Grievance Settlement Board,No Value,Recoveries,No Value
2023-24,8111860,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Salaries and wages,No Value
2023-24,1046205,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Employee benefits,No Value
2023-24,275252,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Transportation and communication,No Value
2023-24,3797380,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Services,No Value
2023-24,5325,"Labour, Immigration, Training and Skills Development",Operating Expense,Labour Relations Program,Labour Relations Solutions,No Value,Supplies and equipment,No Value
2023-24,69921216,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Salaries and wages,No Value
2023-24,10234356,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Employee benefits,No Value
2023-24,2191828,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transportation and communication,No Value
2023-24,12196255,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Services,No Value
2023-24,1792547,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Supplies and equipment,No Value
2023-24,129355,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Transfer payments,Grants to Promote Improved Health and Safety Practices
2023-24,505200,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Salaries and wages,No Value
2023-24,75900,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Employee benefits,No Value
2023-24,8200,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Transportation and communication,No Value
2023-24,5600,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Services,No Value
2023-24,10400,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Workplace Safety and Insurance Advisory Program Administration,No Value,Supplies and equipment,No Value
2023-24,8238913,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Salaries and wages,No Value
2023-24,2111614,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Employee benefits,No Value
2023-24,102837,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Transportation and communication,No Value
2023-24,2444600,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Services,No Value
2023-24,104160,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Worker Adviser,No Value,Supplies and equipment,No Value
2023-24,2720388,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Salaries and wages,No Value
2023-24,704208,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Employee benefits,No Value
2023-24,35064,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Transportation and communication,No Value
2023-24,128277,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Services,No Value
2023-24,16955,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Office of the Employer Adviser,No Value,Supplies and equipment,No Value
2023-24,10080372,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Salaries and wages,No Value
2023-24,1408170,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Employee benefits,No Value
2023-24,87752,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transportation and communication,No Value
2023-24,3429163,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Services,No Value
2023-24,29266,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Supplies and equipment,No Value
2023-24,104855322,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transfer payments,Health and Safety Associations
2023-24,9790287,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transfer payments,Prevention Research
2023-24,2598721,"Labour, Immigration, Training and Skills Development",Operating Expense,Occupational Health and Safety Program,Prevention Office,No Value,Transfer payments,Prevention Grants
2023-24,28323310,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Salaries and wages,No Value
2023-24,4488749,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Employee benefits,No Value
2023-24,408478,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Transportation and communication,No Value
2023-24,5414799,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Services,No Value
2023-24,118254,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Rights and Responsibilities Program,Employment Standards,No Value,Supplies and equipment,No Value
2023-24,85055544,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Salaries and wages,No Value
2023-24,13315474,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Employee benefits,No Value
2023-24,1280875,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Transportation and communication,No Value
2023-24,23332830,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Services,No Value
2023-24,226607,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Supplies and equipment,No Value
2023-24,5137,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Transfer payments,Labour Market and Training
2023-24,116276000,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Transfer payments,Ontario Co-operative Education Tax Credit
2023-24,7801200,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Transfer payments,Ontario Jobs Training Tax Credit 
2023-24,1163764981,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Employment Ontario System,No Value,Transfer payments,Employment and Training
2023-24,1157907,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Ontario Fairness Commissioner,No Value,Salaries and wages,No Value
2023-24,147834,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Ontario Fairness Commissioner,No Value,Employee benefits,No Value
2023-24,4851,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Ontario Fairness Commissioner,No Value,Transportation and communication,No Value
2023-24,918083,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Ontario Fairness Commissioner,No Value,Services,No Value
2023-24,2637,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Ontario Fairness Commissioner,No Value,Supplies and equipment,No Value
2023-24,393934,"Labour, Immigration, Training and Skills Development",Operating Expense,Employment Ontario,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2023-24,15503059,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Ontario Immigrant Nominee Program,No Value,Salaries and wages,No Value
2023-24,2386310,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Ontario Immigrant Nominee Program,No Value,Employee benefits,No Value
2023-24,248834,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Ontario Immigrant Nominee Program,No Value,Transportation and communication,No Value
2023-24,7384777,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Ontario Immigrant Nominee Program,No Value,Services,No Value
2023-24,81561,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Ontario Immigrant Nominee Program,No Value,Supplies and equipment,No Value
2023-24,187,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Ontario Immigrant Nominee Program,No Value,Other Transactions,No Value
2023-24,4253025,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Adult Language Training Program,No Value,Salaries and wages,No Value
2023-24,707793,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Adult Language Training Program,No Value,Employee benefits,No Value
2023-24,19489,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Adult Language Training Program,No Value,Transportation and communication,No Value
2023-24,197940,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Adult Language Training Program,No Value,Services,No Value
2023-24,6124,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Adult Language Training Program,No Value,Supplies and equipment,No Value
2023-24,89750203,"Labour, Immigration, Training and Skills Development",Operating Expense,Global Talent and Adult Language Training,Adult Language Training Program,No Value,Transfer payments,Settlement and Integration Transfer Payment
2023-24,135222,"Labour, Immigration, Training and Skills Development",Capital Expense,Occupational Health and Safety Program,Occupational Health and Safety,No Value,Other transactions,No Value
2023-24,3207069,"Labour, Immigration, Training and Skills Development",Capital Expense,Occupational Health and Safety Program,Prevention Office Capital,No Value,Transfer payments,Health and Safety Associations Capital
2023-24,327936,"Labour, Immigration, Training and Skills Development",Capital Expense,Occupational Health and Safety Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2023-24,1140384,"Labour, Immigration, Training and Skills Development",Capital Expense,Employment Rights and Responsibilities Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2023-24,23721906,"Labour, Immigration, Training and Skills Development",Capital Expense,Employment Ontario,Employment Ontario System,No Value,Transfer payments,Apprenticeship Enhancement Fund
2023-24,30278094,"Labour, Immigration, Training and Skills Development",Capital Expense,Employment Ontario,Employment Ontario System,No Value,Transfer payments,Skills Development Fund Capital
2023-24,727797,"Labour, Immigration, Training and Skills Development",Capital Expense,Employment Ontario,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2023-24,1986510,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Salaries and wages,No Value
2023-24,226269,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Employee benefits,No Value
2023-24,32937,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Transportation and communication,No Value
2023-24,37939,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Services,No Value
2023-24,17780,Office of the Premier,Operating Expense,Office of the Premier Program,Office of the Premier,No Value,Supplies and equipment,No Value
2023-24,92424,Office of the Premier,Operating Expense,Office of the Premier Program,Statutory Appropriations,No Value,Salaries and wages,"Premier's Salary, the Executive Council Act"
2023-24,16846,Office of the Premier,Operating Expense,Office of the Premier Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,5444153,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Salaries and wages,No Value
2023-24,667102,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Employee benefits,No Value
2023-24,74419,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Transportation and communication,No Value
2023-24,837715,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Services,No Value
2023-24,18306,Seniors and Accessibility,Operating Expense,Accessibility for Ontarians with Disabilities,Accessibility for Ontarians with Disabilities,No Value,Supplies and equipment,No Value
2023-24,5092745,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Salaries and wages,No Value
2023-24,689347,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Employee benefits,No Value
2023-24,282457,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Transportation and communication,No Value
2023-24,830649,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Services,No Value
2023-24,33238,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Ministry Administration,No Value,Supplies and equipment,No Value
2023-24,49301,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,16667,Seniors and Accessibility,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2023-24,6008577,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Salaries and wages,No Value
2023-24,747309,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Employee benefits,No Value
2023-24,19152,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transportation and communication,No Value
2023-24,1215306,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Services,No Value
2023-24,7151,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Supplies and equipment,No Value
2023-24,23844549,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Seniors Affairs Transfer Payment
2023-24,1498787,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Accessibility Transfer Payment Program
2023-24,15628097,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Home and Vehicle Modification Program
2023-24,108369997,Seniors and Accessibility,Operating Expense,"Policy, Program, and Strategic Partnerships","Policy, Program, and Strategic Partnerships",No Value,Transfer payments,Ontario Seniors Care at Home Tax Credit
2023-24,3106983,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2023-24,373036,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2023-24,85354,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2023-24,271831,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2023-24,9095,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2023-24,2837547,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2023-24,416203,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2023-24,11834,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2023-24,2162834,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2023-24,6165,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2023-24,1679360,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Information Technology,Services,No Value
2023-24,11027,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2023-24,2833990,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2023-24,20420,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2023-24,6397230,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Salaries and wages,No Value
2023-24,991485,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Employee benefits,No Value
2023-24,194269,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Transportation and communication,No Value
2023-24,-2560527,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Services,No Value
2023-24,23823,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Supplies and equipment,No Value
2023-24,100,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Regional Services,Transfer payments,Summer Experience Program
2023-24,2257889,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2023-24,303750,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2023-24,10124,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2023-24,29046,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2023-24,1663,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2023-24,3618172,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Salaries and wages,No Value
2023-24,445321,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Employee benefits,No Value
2023-24,24868,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Transportation and communication,No Value
2023-24,236872,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Services,No Value
2023-24,9236,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Support Services,Supplies and equipment,No Value
2023-24,2059666,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Salaries and wages,No Value
2023-24,239350,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Employee benefits,No Value
2023-24,5583,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Transportation and communication,No Value
2023-24,11944,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Services,No Value
2023-24,317,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Policy Development and Planning,Supplies and equipment,No Value
2023-24,49301,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2023-24,33155,"Tourism, Culture, and Sport",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2023-24,4763949,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Salaries and wages,No Value
2023-24,678549,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Employee benefits,No Value
2023-24,112977,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transportation and communication,No Value
2023-24,516469,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Services,No Value
2023-24,39291,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Supplies and equipment,No Value
2023-24,24871750,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Sport
2023-24,21992017,"Tourism, Culture, and Sport",Operating Expense,"Sport, Recreation and Community Programs","Sport, Recreation and Community",No Value,Transfer payments,Active Recreation
2023-24,7901881,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Salaries and wages,No Value
2023-24,1094363,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Employee benefits,No Value
2023-24,58649,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transportation and communication,No Value
2023-24,1308152,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Services,No Value
2023-24,43542,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Supplies and equipment,No Value
2023-24,19841771,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Grants in Support for Tourism Regions
2023-24,23825697,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Grants in Support of the Festival and Event Attractions and Support Program
2023-24,2743451,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Ontario Library Service
2023-24,5053000,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Arts Sector Support
2023-24,4865616,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Culture Sector Support
2023-24,24129042,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Libraries Sector Support
2023-24,1473843,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Tourism and Culture Programs,No Value,Transfer payments,Experience and Explore
2023-24,243841,"Tourism, Culture, and Sport",Operating Expense,Tourism and Culture Programs,Statutory Appropriations,No Value,Other transactions,"Bad debt expense, the Financial Administration Act - Motor Vehicle Accident Claims Fund "
2023-24,103557000,"Tourism, Culture, and Sport",Operating Expense,Ontario Trillium Foundation Program,Ontario Trillium Foundation,No Value,Transfer payments,Ontario Trillium Foundation
2023-24,4247600,"Tourism, Culture, and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Book Publishing Tax Credit
2023-24,79094674,"Tourism, Culture, and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Computer Animation and Special Effects Tax Credit
2023-24,272577665,"Tourism, Culture, and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Film and Television Tax Credit
2023-24,75842800,"Tourism, Culture, and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Interactive Digital Media Tax Credit
2023-24,497868100,"Tourism, Culture, and Sport",Operating Expense,Ontario Cultural Media Tax Credits,Ontario Cultural Media Tax Credits,No Value,Transfer payments,Ontario Production Services Tax Credit
