Year,Amount $,Ministry name,Expenditure category (Operating / Capital),Program name,Activity / Item,Sub item,Standard account (Expense/Asset name),Account details (Expense/Asset details)
2020-21,"27,100,000",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Ontario Electricity Financial Corporation Dedicated Electricity Earnings,No Value,Other Transactions,"Hydro One Inc., Provincial Corporate Tax Provision, the Electricity Act, 1998"
2020-21,"8,468,024",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Salaries and wages,No Value
2020-21,"3,172,350",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Salaries and wages,No Value
2020-21,"1,171,667",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Employee benefits,No Value
2020-21,"691,927",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Services,No Value
2020-21,"457,566",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Employee benefits,No Value
2020-21,"206,216",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Supplies and equipment,No Value
2020-21,"183,159",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Services,No Value
2020-21,"31,904",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Economic Policy,No Value,Transportation and communication,No Value
2020-21,"14,650",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Transportation and communication,No Value
2020-21,"2,215",Finance,Operating Expense,"Economic, Fiscal, and Financial Policy Program",Office of the Budget,No Value,Supplies and equipment,No Value
2020-21,"25,055,710",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2020-21,"8,830,348",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2020-21,"5,764,092",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2020-21,"3,498,896",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2020-21,"3,304,997",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2020-21,"3,029,497",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2020-21,"1,358,989",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2020-21,"1,182,644",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2020-21,"480,774",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2020-21,"354,152",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2020-21,"259,421",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2020-21,"246,543",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2020-21,"164,852",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2020-21,"88,644",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2020-21,"72,137",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2020-21,"68,940",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2020-21,"37,359",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2020-21,"36,843",Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"32,627",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2020-21,"27,244",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2020-21,"16,667",Finance,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"16,479",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2020-21,"13,176",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2020-21,"6,546",Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2020-21,195,Finance,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2020-21,"4,139,049",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Salaries and wages,No Value
2020-21,"3,945,342",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Salaries and wages,No Value
2020-21,"2,509,374",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Statutory Appropriations,No Value,Other Transactions,"Bad debt expense, the Financial Administration Act"
2020-21,"1,860,683",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol and Cannabis Policy,Salaries and wages,No Value
2020-21,"1,422,895",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Salaries and wages,No Value
2020-21,"714,955",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Services,No Value
2020-21,"709,956",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Services,No Value
2020-21,"642,647",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol and Cannabis Policy,Services,No Value
2020-21,"636,408",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Employee benefits,No Value
2020-21,"545,911",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Employee benefits,No Value
2020-21,"425,520",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Services,No Value
2020-21,"293,462",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol and Cannabis Policy,Employee benefits,No Value
2020-21,"266,710",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Services,No Value
2020-21,"195,699",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Employee benefits,No Value
2020-21,"172,994",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Transportation and communication,No Value
2020-21,"125,609",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Salaries and wages,No Value
2020-21,"20,272",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Employee benefits,No Value
2020-21,"17,291",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Transportation and communication,No Value
2020-21,"8,493",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol and Cannabis Policy,Transportation and communication,No Value
2020-21,"4,990",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Transportation and communication,No Value
2020-21,"2,416",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Transportation and communication,No Value
2020-21,551,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Income Security and Pension Policy,No Value,Supplies and equipment,No Value
2020-21,312,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol and Cannabis Policy,Supplies and equipment,No Value
2020-21,189,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Supplies and equipment,No Value
2020-21,164,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Supplies and equipment,No Value
2020-21,89,Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Gaming Policy,Supplies and equipment,No Value
2020-21,"-241,446",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Government Business Enterprise,Alcohol and Cannabis Policy,Recoveries,No Value
2020-21,"-863,414",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Tribunal,No Value,Recoveries,No Value
2020-21,"-1,052,856",Finance,Operating Expense,Regulatory Policy and Agency Relations Program,Financial Services Policy,No Value,Recoveries,No Value
2020-21,"241,200,000",Finance,Operating Expense,Support for People and Jobs Program,COVID-19 Response: Support for People and Jobs Fund,No Value,Transfer payments,Canada Emergency Commercial Rent Assistance for Small Businesses
2020-21,"501,850,000",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Ontario Municipal Partnership Fund
2020-21,"221,594,918",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Transfer payments,Guaranteed Annual Income System
2020-21,"109,457,529",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Services,No Value
2020-21,"96,434,083",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Transfer payments,COVID-19 Response - Business Property Tax Rebate Grant
2020-21,"54,042,977",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Salaries and wages,No Value
2020-21,"30,444,493",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Other Transactions,"Bad debt expense, the Financial Administration Act"
2020-21,"16,692,996",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Special Payments to Municipalities
2020-21,"15,582,882",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Services,No Value
2020-21,"14,149,082",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Services,No Value
2020-21,"9,192,268",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Employee benefits,No Value
2020-21,"8,949,389",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Salaries and wages,No Value
2020-21,"7,140,855",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Salaries and wages,No Value
2020-21,"5,604,028",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Salaries and wages,No Value
2020-21,"4,580,777",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Statutory Appropriations,No Value,Services,"Payments to Private Collection Agencies, the Financial Administration Act"
2020-21,"4,314,272",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Transitional Mitigation Payment
2020-21,"3,991,090",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Municipal Support Programs,No Value,Transfer payments,Ontario Cannabis Legalization Implementation Fund Contingency
2020-21,"2,273,622",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Transportation and communication,No Value
2020-21,"1,218,371",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Employee benefits,No Value
2020-21,"1,150,105",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Services,No Value
2020-21,"920,349",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Employee benefits,No Value
2020-21,"793,583",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Supplies and equipment,No Value
2020-21,"780,123",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Employee benefits,No Value
2020-21,"64,011",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Supplies and equipment,No Value
2020-21,"54,637",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Transfer payments,Tax Compliance Partnership Agreements
2020-21,"51,304",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Transportation and communication,No Value
2020-21,"46,610",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Transportation and communication,No Value
2020-21,"46,474",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,"Strategy, Stewardship and Program Policy",Supplies and equipment,No Value
2020-21,"29,031",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Taxation Policy,No Value,Transportation and communication,No Value
2020-21,"6,446",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Provincial-Local Finance,No Value,Supplies and equipment,No Value
2020-21,"-3,159,413",Finance,Operating Expense,"Tax, Benefits and Local Finance Program",Tax and Benefits Administration,Tax and Compliance Benefits,Recoveries,No Value
2020-21,"11,211,819,767",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest on Ontario Securities - For general purposes
2020-21,"414,849,703",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest on Ontario Securities - Canada Pension Plan Investment Board
2020-21,"397,183,399",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest on Debt Payable to Ontario Electricity Financial Corporation
2020-21,"106,249",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest on Ontario Securities - Canada Mortgage and Housing Corporation
2020-21,"89,776",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest on Ontario Securities - Ontario Immigrant Investor Corporation
2020-21,"-40,670,387",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest Capitalized in Ministry Appropriations
2020-21,"-85,751,083",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,"Other Interest, Exchange Discount and Commission"
2020-21,"-592,410,898",Finance,Operating Expense,Treasury Program,Statutory Appropriations,"Interest on Debt, the Financial Administration Act",Other Transactions,Interest on Investments
2020-21,"1,909,998",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Salaries and wages,No Value
2020-21,"1,589,409",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Services,No Value
2020-21,"1,532,992",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer Payments,Francophone Community Grants
2020-21,"1,000,000",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer Payments,Francophone Non-Profit COVID-19 Relief
2020-21,"257,746",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Employee benefits,No Value
2020-21,"42,338",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transportation and communication,No Value
2020-21,"16,667",Francophone Affairs,Operating Expense,Francophone Affairs Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"3,744",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Supplies and equipment,No Value
2020-21,"358,198",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Salaries and wages,No Value
2020-21,"87,098",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Services,No Value
2020-21,"42,639",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Employee benefits,No Value
2020-21,"2,600",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Transportation and communication,No Value
2020-21,2,Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Supplies and equipment,No Value
2020-21,"25,538,047",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Salaries and wages,No Value
2020-21,"8,317,229",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Transfer payments,Grants in Support of Consumer Services
2020-21,"4,438,662",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Services,No Value
2020-21,"3,543,782",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Employee benefits,No Value
2020-21,"240,041",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Transportation and communication,No Value
2020-21,"133,330",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Supplies and equipment,No Value
2020-21,"44,410,298",Government and Consumer Services,Capital Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Other Transactions,"Amortization, the Financial Administration Act"
2020-21,"9,554,298",Government and Consumer Services,Capital Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Services,No Value
2020-21,"-44,409,298",Government and Consumer Services,Capital Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Recoveries,No Value
2020-21,"258,611,456",Government and Consumer Services,Operating Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Services,No Value
2020-21,"110,591,627",Government and Consumer Services,Operating Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Salaries and wages,No Value
2020-21,"27,770,538",Government and Consumer Services,Operating Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Transportation and communication,No Value
2020-21,"15,205,298",Government and Consumer Services,Operating Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Employee benefits,No Value
2020-21,"10,227,260",Government and Consumer Services,Operating Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Supplies and equipment,No Value
2020-21,"-406,840,616",Government and Consumer Services,Operating Expense,Enterprise Information Technology Services Program,Enterprise Information and Technology Services,No Value,Recoveries,No Value
2020-21,"93,847,503",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Services,No Value
2020-21,"1,484,095",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Transfer Payments,Realty Transactions
2020-21,"126,975",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Transfer Payments,Other Transactions
2020-21,"8,656",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Transportation and communication,No Value
2020-21,"309,265,344",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Services,No Value
2020-21,"8,259,598",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Salaries and wages,No Value
2020-21,"5,694,199",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Transfer Payments,Other Transactions
2020-21,"3,107,071",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Transfer Payments,Federal Rouge Park
2020-21,"1,150,298",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Employee benefits,No Value
2020-21,"41,558",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Transportation and communication,No Value
2020-21,"19,202",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Supplies and equipment,No Value
2020-21,"3,346,367",Government and Consumer Services,Capital Expense,Government Services Integration Cluster,Statutory Appropriations,No Value,Other Transactions,"Amortization, the Financial Administration Act"
2020-21,"-1,185,400",Government and Consumer Services,Capital Expense,Government Services Integration Cluster,Statutory Appropriations,No Value,Recoveries,No Value
2020-21,"92,049,195",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Services,No Value
2020-21,"31,693,735",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Salaries and wages,No Value
2020-21,"4,027,784",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Employee benefits,No Value
2020-21,"1,286,196",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Transportation and communication,No Value
2020-21,"29,443",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Supplies and equipment,No Value
2020-21,"-63,935,013",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Recoveries,No Value
2020-21,"3,155,089",Government and Consumer Services,Capital Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Services,No Value
2020-21,"14,134,844",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Services,No Value
2020-21,"8,516,259",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Salaries and wages,No Value
2020-21,"1,348,120",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Employee benefits,No Value
2020-21,"359,818",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Transportation and communication,No Value
2020-21,"34,296",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Supplies and equipment,No Value
2020-21,"20,000",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Transfer payments,Archives Support Grants
2020-21,"-9,008,196",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Recoveries,No Value
2020-21,"29,359,385",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2020-21,"10,229,994",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2020-21,"7,252,633",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2020-21,"3,418,515",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2020-21,"2,831,069",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2020-21,"2,570,316",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2020-21,"1,328,138",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2020-21,"445,998",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2020-21,"388,289",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2020-21,"380,605",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2020-21,"213,232",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2020-21,"182,759",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2020-21,"147,199",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2020-21,"51,673",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2020-21,"49,302",Government and Consumer Services,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"42,419",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2020-21,"28,401",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2020-21,"27,387",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2020-21,"22,130",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2020-21,"18,974",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2020-21,"16,668",Government and Consumer Services,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"7,140",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2020-21,"5,943",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2020-21,"3,169",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2020-21,"-16,845",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Recoveries,No Value
2020-21,"-28,489,493",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Recoveries,No Value
2020-21,"7,389,377",Government and Consumer Services,Capital Expense,Ontario Shared Services,Statutory Appropriations,No Value,Other Transactions,"Amortization, the Financial Administration Act"
2020-21,"-943,131",Government and Consumer Services,Capital Expense,Ontario Shared Services,Statutory Appropriations,No Value,Recoveries,No Value
2020-21,"368,167,014",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Supplies and equipment,No Value
2020-21,"119,924,912",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Salaries and wages,No Value
2020-21,"71,723,953",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Services,No Value
2020-21,"58,965,064",Government and Consumer Services,Operating Expense,Ontario Shared Services,OPS Workplace Safety and Insurance Board Centralized Services,No Value,Services,No Value
2020-21,"18,301,417",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Employee benefits,No Value
2020-21,"17,156,701",Government and Consumer Services,Operating Expense,Ontario Shared Services,Statutory Appropriations,No Value,Other Transactions,Proceedings Against the Crown Act
2020-21,"9,718,910",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Other Transactions,Summer Employment
2020-21,"9,648,770",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Transportation and communication,No Value
2020-21,"6,528,789",Government and Consumer Services,Operating Expense,Ontario Shared Services,Motor Vehicle Accident Claims Fund,No Value,Services,No Value
2020-21,"2,421,644",Government and Consumer Services,Operating Expense,Ontario Shared Services,Motor Vehicle Accident Claims Fund,No Value,Salaries and wages,No Value
2020-21,"357,048",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Transfer payments,Centralized Supply Chain
2020-21,"349,648",Government and Consumer Services,Operating Expense,Ontario Shared Services,Motor Vehicle Accident Claims Fund,No Value,Employee benefits,No Value
2020-21,"196,229",Government and Consumer Services,Operating Expense,Ontario Shared Services,Ontario Shared Services,No Value,Other Transactions,Other
2020-21,"93,203",Government and Consumer Services,Operating Expense,Ontario Shared Services,Motor Vehicle Accident Claims Fund,No Value,Supplies and equipment,No Value
2020-21,"8,660",Government and Consumer Services,Operating Expense,Ontario Shared Services,Motor Vehicle Accident Claims Fund,No Value,Transportation and communication,No Value
2020-21,"-9,401,944",Government and Consumer Services,Operating Expense,Ontario Shared Services,Motor Vehicle Accident Claims Fund,No Value,Recoveries,No Value
